seqnames,start,end,width,strand,score,regulon_tf,bpnet_0.25_score
chr1,221345417,221345426,10,+,7.90664011789189,NKX2-1,0.059387412
chr1,221525818,221525827,10,+,8.20015741445441,NKX2-1,0.02485955
chr1,221840176,221840185,10,-,8.61901425885257,NKX2-1,0.042774905
chr1,221844610,221844619,10,+,7.95238064139338,NKX2-1,0.018651234
chr1,222674759,222674768,10,-,7.74936591572221,NKX2-1,0.07719453
chr1,222713297,222713306,10,-,7.74936591572221,NKX2-1,0.0064686406
chr1,222792074,222792083,10,-,8.22387726781702,NKX2-1,0.024809077
chr1,222909558,222909567,10,+,7.95238064139338,NKX2-1,0.03295083
chr1,222928078,222928087,10,+,8.30528373460203,NKX2-1,0.016429696
chr1,223665598,223665607,10,-,8.51388793870494,NKX2-1,0.029695285
chr1,223830106,223830115,10,+,8.11876368432958,NKX2-1,0.0358053
chr1,223840416,223840425,10,-,8.57327373535108,NKX2-1,0.044706214
chr1,224042818,224042827,10,+,7.82300183056537,NKX2-1,0.08020573
chr1,224237504,224237513,10,+,7.74564736343291,NKX2-1,0.015518508
chr1,224306163,224306172,10,+,8.12248223661888,NKX2-1,0.07478315
chr1,224393176,224393185,10,+,7.98201068389079,NKX2-1,0.041415103
chr1,224861296,224861305,10,+,7.92462152503841,NKX2-1,0.02777756
chr1,225455165,225455174,10,-,7.76361603391923,NKX2-1,0.028666481
chr1,225603446,225603455,10,+,7.76361603391923,NKX2-1,0.0019936499
chr1,225618716,225618725,10,+,7.82300183056537,NKX2-1,0.033435963
chr1,225834645,225834654,10,-,8.24589793795589,NKX2-1,0.029501572
chr1,225882354,225882363,10,+,8.19611815146205,NKX2-1,-0.0030167506
chr1,226041753,226041762,10,-,8.64677337520754,NKX2-1,0.02249405
chr1,226064793,226064802,10,-,7.74564736343291,NKX2-1,0.017478578
chr1,226374051,226374060,10,+,7.92462152503841,NKX2-1,0.039516542
chr1,226550608,226550617,10,-,8.19611815146205,NKX2-1,0.011158261
chr1,226682801,226682810,10,+,7.81949520489078,NKX2-1,0.015998835
chr1,226697942,226697951,10,+,7.95425156753582,NKX2-1,0.027138442
chr1,226739527,226739536,10,+,7.82300183056537,NKX2-1,0.0038762265
chr1,227020901,227020910,10,+,8.30528373460203,NKX2-1,0.060739744
chr1,227114704,227114713,10,-,8.05936515102325,NKX2-1,0.03356408
chr1,227344576,227344585,10,-,8.01363736418196,NKX2-1,0.008157783
chr1,227373046,227373055,10,+,8.54164705505991,NKX2-1,0.0707349
chr1,227639620,227639629,10,-,8.16449147117088,NKX2-1,0.005295074
chr1,227946132,227946141,10,+,8.70615917185368,NKX2-1,0.06491683
chr1,227962297,227962306,10,+,7.76361603391923,NKX2-1,0.05857799
chr1,228102748,228102757,10,+,7.92462152503841,NKX2-1,-0.0007446153
chr1,228114797,228114806,10,-,7.82300183056537,NKX2-1,0.028757112
chr1,228131143,228131152,10,+,8.01735591647126,NKX2-1,0.02230105
chr1,228781371,228781380,10,+,7.98400732168455,NKX2-1,0.03681083
chr1,228813986,228813995,10,+,8.09099183131443,NKX2-1,0.091579266
chr1,228830428,228830437,10,-,8.05937788768344,NKX2-1,0.026093887
chr1,228849024,228849033,10,+,7.92462152503841,NKX2-1,0.011128489
chr1,228849210,228849219,10,+,8.03160603466829,NKX2-1,0.04238968
chr1,229149788,229149797,10,-,8.14652280068455,NKX2-1,0.037940573
chr1,229218902,229218911,10,-,7.74564736343291,NKX2-1,0.02629416
chr1,229550276,229550285,10,+,8.01176643803952,NKX2-1,0.011177089
chr1,229844945,229844954,10,-,7.76361603391923,NKX2-1,0.043874517
chr1,229988731,229988740,10,+,8.03160603466829,NKX2-1,0.041640297
chr1,230072494,230072503,10,-,7.84725432124575,NKX2-1,0.03335914
chr1,230087010,230087019,10,+,8.14652280068455,NKX2-1,0.03764697
chr1,230101687,230101696,10,-,7.77882615625483,NKX2-1,0.05536078
chr1,230320887,230320896,10,-,7.87888100153692,NKX2-1,0.066653505
chr1,230353912,230353921,10,-,8.09099183131443,NKX2-1,0.052747637
chr1,230576085,230576094,10,+,8.11875094766939,NKX2-1,0.054682307
chr1,230849811,230849820,10,+,8.11876368432958,NKX2-1,0.048312377
chr1,230917518,230917527,10,+,7.76361603391923,NKX2-1,0.016200101
chr1,230995307,230995316,10,+,8.11875094766939,NKX2-1,0.050121397
chr1,231154124,231154133,10,+,7.87888100153692,NKX2-1,0.056404933
chr1,231163675,231163684,10,-,8.04511503282623,NKX2-1,0.018573504
chr1,231185660,231185669,10,-,7.98201068389079,NKX2-1,0.015716406
chr1,231276707,231276716,10,-,8.24589793795589,NKX2-1,0.048256703
chr1,231276738,231276747,10,-,8.24589793795589,NKX2-1,0.06708541
chr1,231386683,231386692,10,+,8.05936515102325,NKX2-1,0.046495657
chr1,231404290,231404299,10,+,8.09099183131443,NKX2-1,0.043524403
chr1,231966848,231966857,10,-,7.74936591572221,NKX2-1,0.05786985
chr1,232247768,232247777,10,+,7.74719947596366,NKX2-1,0.02108143
chr1,233107833,233107842,10,+,8.20015741445441,NKX2-1,0.043986414
chr1,233112115,233112124,10,+,8.13673235481591,NKX2-1,0.011613961
chr1,233112467,233112476,10,+,8.51388793870494,NKX2-1,0.07951813
chr1,233705070,233705079,10,+,7.82300183056537,NKX2-1,0.039991796
chr1,233736090,233736099,10,-,8.04139648053693,NKX2-1,0.07383319
chr1,234107843,234107852,10,+,8.16449147117088,NKX2-1,0.042908244
chr1,234108063,234108072,10,-,8.70615917185368,NKX2-1,0.018707402
chr1,234323410,234323419,10,+,7.77882615625483,NKX2-1,0.044856243
chr1,234405974,234405983,10,+,7.74564736343291,NKX2-1,0.027295506
chr1,234452533,234452542,10,-,7.81949520489078,NKX2-1,0.012856856
chr1,234452925,234452934,10,-,7.8065852726098,NKX2-1,0.060038995
chr1,234628531,234628540,10,+,8.11876368432958,NKX2-1,0.020378273
chr1,234821432,234821441,10,-,7.77882615625483,NKX2-1,0.04891307
chr1,234899414,234899423,10,+,8.15024135297385,NKX2-1,0.03363858
chr1,234918154,234918163,10,+,8.54164705505991,NKX2-1,0.009775093
chr1,234975359,234975368,10,+,8.04139648053693,NKX2-1,0.036412545
chr1,235132189,235132198,10,+,8.64677337520754,NKX2-1,0.056591608
chr1,235225523,235225532,10,+,7.74936591572221,NKX2-1,0.10469536
chr1,235242281,235242290,10,+,8.11875094766939,NKX2-1,0.072333515
chr1,235320708,235320717,10,+,7.92462152503841,NKX2-1,0.028778113
chr1,235406203,235406212,10,-,7.98400732168455,NKX2-1,0.060567684
chr1,235441916,235441925,10,-,8.16449147117088,NKX2-1,0.04231212
chr1,236109395,236109404,10,-,7.98400732168455,NKX2-1,0.009408575
chr1,236150910,236150919,10,-,7.95425156753582,NKX2-1,0.0061523993
chr1,236724906,236724915,10,-,7.82300183056537,NKX2-1,0.018594427
chr1,237135948,237135957,10,-,7.81949520489078,NKX2-1,0.00889335
chr1,237136095,237136104,10,-,8.14077161780827,NKX2-1,0.07054724
chr1,237714099,237714108,10,-,7.95238064139338,NKX2-1,0.04437141
chr1,237714702,237714711,10,-,8.01735591647126,NKX2-1,0.004272437
chr1,239283531,239283540,10,+,7.74936591572221,NKX2-1,0.057389893
chr1,239306486,239306495,10,+,8.67840005549871,NKX2-1,0.014226796
chr1,239582738,239582747,10,+,8.01363736418196,NKX2-1,0.015726134
chr1,239734181,239734190,10,+,8.67840005549871,NKX2-1,0.038628843
chr1,239804003,239804012,10,+,8.19611815146205,NKX2-1,0.041508265
chr1,240493064,240493073,10,+,7.98572923618009,NKX2-1,0.0066710464
chr1,241542314,241542323,10,-,8.19611815146205,NKX2-1,0.039616793
chr1,241659897,241659906,10,+,7.74637654154324,NKX2-1,0.020076457
chr1,242017569,242017578,10,+,7.82300183056537,NKX2-1,0.0055682086
chr1,243543745,243543754,10,-,8.15024135297385,NKX2-1,0.08521554
chr1,245016955,245016964,10,-,8.05937788768344,NKX2-1,0.019055286
chr1,245042925,245042934,10,-,8.19611815146205,NKX2-1,0.022452537
chr1,245290972,245290981,10,-,8.08713700403841,NKX2-1,0.008310362
chr1,245454284,245454293,10,+,8.14652280068455,NKX2-1,0.017023614
chr1,245801314,245801323,10,-,8.11876368432958,NKX2-1,0.067991346
chr1,246111447,246111456,10,-,7.74719947596366,NKX2-1,0.07299012
chr1,246131425,246131434,10,-,8.05936515102325,NKX2-1,0.041714434
chr1,246351062,246351071,10,-,8.14652280068455,NKX2-1,0.039073348
chr1,246534302,246534311,10,+,8.08713700403841,NKX2-1,0.031053472
chr1,246552248,246552257,10,+,7.95238064139338,NKX2-1,0.0057932986
chr1,246608851,246608860,10,+,8.24589793795589,NKX2-1,0.06398856
chr1,246611407,246611416,10,+,8.14077161780827,NKX2-1,0.035017837
chr1,246617764,246617773,10,-,8.09099183131443,NKX2-1,0.022211911
chr1,246696427,246696436,10,-,7.82300183056537,NKX2-1,0.0077449665
chr1,246753969,246753978,10,+,8.54164705505991,NKX2-1,0.012061265
chr1,246951081,246951090,10,-,7.82300183056537,NKX2-1,0.019194711
chr1,247514473,247514482,10,-,8.70615917185368,NKX2-1,0.0643631
chr1,248853264,248853273,10,-,7.98201068389079,NKX2-1,0.03350495
chr2,44902,44911,10,+,7.98400732168455,NKX2-1,0.017103158
chr2,46434,46443,10,-,8.06309643997274,NKX2-1,0.012089855
chr2,316337,316346,10,+,7.74564736343291,NKX2-1,0.012901164
chr2,675665,675674,10,+,8.51388793870494,NKX2-1,0.009471649
chr2,740800,740809,10,-,7.81949520489078,NKX2-1,0.009332345
chr2,797737,797746,10,-,8.24589793795589,NKX2-1,0.030780666
chr2,797882,797891,10,-,8.05937788768344,NKX2-1,0.020645667
chr2,1140804,1140813,10,-,8.70615917185368,NKX2-1,0.04997918
chr2,1188178,1188187,10,-,8.01176643803952,NKX2-1,0.06764555
chr2,1408133,1408142,10,+,7.95797011982512,NKX2-1,0.040517263
chr2,3149796,3149805,10,-,7.95797011982512,NKX2-1,0.018573042
chr2,3461194,3461203,10,-,7.87888100153692,NKX2-1,0.017653318
chr2,3781014,3781023,10,-,7.74936591572221,NKX2-1,0.029867264
chr2,4106281,4106290,10,-,7.90664011789189,NKX2-1,0.040082645
chr2,4942826,4942835,10,+,8.22387726781702,NKX2-1,0.027492015
chr2,4942565,4942574,10,-,8.60103285170605,NKX2-1,0.018387116
chr2,6259425,6259434,10,-,7.74564736343291,NKX2-1,0.047877446
chr2,6333906,6333915,10,+,7.95425156753582,NKX2-1,0.019278591
chr2,6497080,6497089,10,-,8.14652280068455,NKX2-1,0.06051636
chr2,7012625,7012634,10,+,8.01363736418196,NKX2-1,0.0059921034
chr2,7380859,7380868,10,-,7.74936591572221,NKX2-1,0.06170195
chr2,8445282,8445291,10,-,8.22387726781702,NKX2-1,0.038610224
chr2,8677671,8677680,10,-,7.95797011982512,NKX2-1,0.040909827
chr2,8993901,8993910,10,+,8.22387726781702,NKX2-1,0.04240301
chr2,9011140,9011149,10,+,8.22387726781702,NKX2-1,0.07052091
chr2,9175273,9175282,10,-,8.70615917185368,NKX2-1,0.076629564
chr2,9220475,9220484,10,-,7.76361603391923,NKX2-1,0.036331616
chr2,9256983,9256992,10,-,7.84725432124575,NKX2-1,0.081018426
chr2,9322431,9322440,10,-,8.16449147117088,NKX2-1,0.043695215
chr2,9443286,9443295,10,+,7.95238064139338,NKX2-1,0.04209281
chr2,9518595,9518604,10,+,7.95238064139338,NKX2-1,0.03109593
chr2,9580224,9580233,10,-,8.01176643803952,NKX2-1,0.012816328
chr2,9715130,9715139,10,-,7.95238064139338,NKX2-1,0.03713062
chr2,9715165,9715174,10,-,7.95238064139338,NKX2-1,0.044706143
chr2,9813878,9813887,10,-,8.11875094766939,NKX2-1,0.009509098
chr2,9954240,9954249,10,-,8.30528373460203,NKX2-1,0.05094
chr2,10053372,10053381,10,+,7.76361603391923,NKX2-1,0.021242632
chr2,10120418,10120427,10,-,8.01735591647126,NKX2-1,0.0017681334
chr2,10349321,10349330,10,-,8.16449147117088,NKX2-1,0.057054695
chr2,10434946,10434955,10,-,7.81949520489078,NKX2-1,0.003614694
chr2,10811960,10811969,10,-,7.81949520489078,NKX2-1,0.0017551597
chr2,11086835,11086844,10,-,8.01176643803952,NKX2-1,0.0077292467
chr2,11483907,11483916,10,-,7.74564736343291,NKX2-1,0.05027208
chr2,11513424,11513433,10,+,8.24589793795589,NKX2-1,0.0064038564
chr2,11540522,11540531,10,+,8.22387726781702,NKX2-1,0.07524322
chr2,11546634,11546643,10,-,8.12248223661888,NKX2-1,0.08056741
chr2,11747387,11747396,10,-,8.70615917185368,NKX2-1,0.026415743
chr2,12161138,12161147,10,-,7.87888100153692,NKX2-1,0.06529088
chr2,12320373,12320382,10,+,8.19611815146205,NKX2-1,0.014144861
chr2,12355421,12355430,10,+,7.74637654154324,NKX2-1,0.018915435
chr2,13413045,13413054,10,-,7.84725432124575,NKX2-1,0.029913936
chr2,14288302,14288311,10,+,7.95238064139338,NKX2-1,0.013486491
chr2,14406417,14406426,10,+,8.64677337520754,NKX2-1,0.0319256
chr2,14827904,14827913,10,-,7.8065852726098,NKX2-1,0.056479942
chr2,14861641,14861650,10,-,7.82300183056537,NKX2-1,0.05324739
chr2,14866867,14866876,10,-,8.19611815146205,NKX2-1,0.035808526
chr2,16546101,16546110,10,+,8.24589793795589,NKX2-1,0.007963006
chr2,16970639,16970648,10,-,8.70615917185368,NKX2-1,0.067977116
chr2,17170296,17170305,10,+,8.14652280068455,NKX2-1,0.03438659
chr2,17428013,17428022,10,+,7.74637654154324,NKX2-1,0.047009584
chr2,17428128,17428137,10,+,7.82300183056537,NKX2-1,0.043072462
chr2,18346081,18346090,10,+,7.8065852726098,NKX2-1,0.04467477
chr2,18391203,18391212,10,+,7.92462152503841,NKX2-1,0.033140153
chr2,19009345,19009354,10,-,7.82300183056537,NKX2-1,0.04940528
chr2,19609510,19609519,10,+,7.81949520489078,NKX2-1,0.01980382
chr2,19609521,19609530,10,-,8.54164705505991,NKX2-1,0.023592236
chr2,19874996,19875005,10,+,7.95797011982512,NKX2-1,0.023528803
chr2,20196857,20196866,10,-,8.70615917185368,NKX2-1,0.036918264
chr2,20198169,20198178,10,-,8.04511503282623,NKX2-1,0.074842475
chr2,20285118,20285127,10,+,8.14652280068455,NKX2-1,0.061458565
chr2,20597073,20597082,10,+,7.81949520489078,NKX2-1,0.0016873352
chr2,21103541,21103550,10,+,8.70615917185368,NKX2-1,0.02564553
chr2,21640020,21640029,10,-,8.20015741445441,NKX2-1,0.065719426
chr2,23128022,23128031,10,+,8.67840005549871,NKX2-1,0.019831711
chr2,24015655,24015664,10,-,7.76361603391923,NKX2-1,0.029758416
chr2,24047645,24047654,10,+,8.15024135297385,NKX2-1,0.017328622
chr2,24182434,24182443,10,+,8.01176643803952,NKX2-1,0.02407885
chr2,24489609,24489618,10,-,7.87888100153692,NKX2-1,0.07470365
chr2,24497117,24497126,10,-,8.01363736418196,NKX2-1,0.029107243
chr2,24572420,24572429,10,-,8.24589793795589,NKX2-1,0.03782405
chr2,24658821,24658830,10,+,7.87888100153692,NKX2-1,0.05280545
chr2,25190761,25190770,10,+,8.20015741445441,NKX2-1,0.018163532
chr2,25312205,25312214,10,+,7.81949520489078,NKX2-1,0.0012410799
chr2,25479776,25479785,10,+,8.22387726781702,NKX2-1,0.05370024
chr2,25802014,25802023,10,+,8.67840005549871,NKX2-1,0.045269996
chr2,26002094,26002103,10,-,7.87888100153692,NKX2-1,0.046606407
chr2,26073802,26073811,10,-,7.74936591572221,NKX2-1,0.025980117
chr2,26074863,26074872,10,-,7.74637654154324,NKX2-1,0.040761087
chr2,26290092,26290101,10,+,7.8065852726098,NKX2-1,0.03879337
chr2,26367901,26367910,10,+,8.22387726781702,NKX2-1,0.030940816
chr2,26654088,26654097,10,-,7.95238064139338,NKX2-1,0.032146998
chr2,26686822,26686831,10,+,7.81949520489078,NKX2-1,0.031220827
chr2,26942969,26942978,10,-,8.19611815146205,NKX2-1,0.036155052
chr2,27010822,27010831,10,-,8.01176643803952,NKX2-1,0.037351057
chr2,27096220,27096229,10,-,8.15024135297385,NKX2-1,0.004594835
chr2,27218181,27218190,10,-,8.04139648053693,NKX2-1,0.062153224
chr2,27839148,27839157,10,+,7.76361603391923,NKX2-1,0.04484875
chr2,27839239,27839248,10,-,7.87888100153692,NKX2-1,0.07449164
chr2,27959015,27959024,10,-,8.22387726781702,NKX2-1,0.05950455
chr2,28217288,28217297,10,-,8.22387726781702,NKX2-1,0.041193664
chr2,28281992,28282001,10,-,7.90664011789189,NKX2-1,0.008395263
chr2,28661860,28661869,10,+,7.82300183056537,NKX2-1,0.08084063
chr2,28726497,28726506,10,-,8.24589793795589,NKX2-1,0.04955227
chr2,28777749,28777758,10,-,8.12248223661888,NKX2-1,0.01638396
chr2,29068598,29068607,10,+,8.12248223661888,NKX2-1,0.045166176
chr2,29309551,29309560,10,+,8.11876368432958,NKX2-1,0.011852847
chr2,29599030,29599039,10,+,8.60103285170605,NKX2-1,0.02363904
chr2,30632960,30632969,10,-,8.22387726781702,NKX2-1,0.027799267
chr2,30692724,30692733,10,+,7.87888100153692,NKX2-1,0.034112856
chr2,30707052,30707061,10,-,8.22387726781702,NKX2-1,0.042179577
chr2,30798995,30799004,10,+,8.04139648053693,NKX2-1,0.044804454
chr2,31050164,31050173,10,-,7.77882615625483,NKX2-1,0.035801195
chr2,31130128,31130137,10,-,8.11875094766939,NKX2-1,0.07492288
chr2,31558452,31558461,10,-,8.24589793795589,NKX2-1,0.04072372
chr2,31578548,31578557,10,+,8.16449147117088,NKX2-1,0.03561302
chr2,31690830,31690839,10,-,8.16449147117088,NKX2-1,0.064395085
chr2,31690865,31690874,10,-,8.08713700403841,NKX2-1,0.046273604
chr2,31941204,31941213,10,+,7.81949520489078,NKX2-1,0.047125187
chr2,32358406,32358415,10,-,7.92462152503841,NKX2-1,0.021744959
chr2,32592462,32592471,10,-,8.51388793870494,NKX2-1,0.05884257
chr2,33607629,33607638,10,+,8.04511503282623,NKX2-1,0.071596645
chr2,33891667,33891676,10,+,7.98201068389079,NKX2-1,0.026858259
chr2,34252269,34252278,10,+,8.04139648053693,NKX2-1,0.042293143
chr2,36211549,36211558,10,-,8.09099183131443,NKX2-1,0.049144257
chr2,36773979,36773988,10,+,8.51388793870494,NKX2-1,0.06864777
chr2,36892982,36892991,10,+,7.74719947596366,NKX2-1,-0.00013218593
chr2,37631460,37631469,10,-,8.14077161780827,NKX2-1,0.052329443
chr2,37631957,37631966,10,-,8.57327373535108,NKX2-1,0.06914675
chr2,37632031,37632040,10,-,8.70615917185368,NKX2-1,0.07976801
chr2,40361506,40361515,10,+,7.74936591572221,NKX2-1,0.079884544
chr2,41786147,41786156,10,+,8.16449147117088,NKX2-1,0.028165193
chr2,42495215,42495224,10,-,7.77882615625483,NKX2-1,0.024119407
chr2,42663194,42663203,10,-,7.74719947596366,NKX2-1,0.06954225
chr2,42901888,42901897,10,+,8.70615917185368,NKX2-1,0.063862436
chr2,43390272,43390281,10,+,7.74637654154324,NKX2-1,0.036454752
chr2,43411078,43411087,10,+,7.82300183056537,NKX2-1,0.028278911
chr2,43637117,43637126,10,+,7.92462152503841,NKX2-1,-0.0017394451
chr2,43637403,43637412,10,+,7.81949520489078,NKX2-1,0.0036665404
chr2,44291939,44291948,10,-,8.64677337520754,NKX2-1,0.050972737
chr2,44653364,44653373,10,-,7.90664011789189,NKX2-1,0.054449342
chr2,45301485,45301494,10,+,7.98400732168455,NKX2-1,0.04522884
chr2,45601653,45601662,10,+,8.08713700403841,NKX2-1,0.031544108
chr2,47335085,47335094,10,+,8.14077161780827,NKX2-1,0.03273845
chr2,48445303,48445312,10,-,8.08713700403841,NKX2-1,0.0095721735
chr2,48471310,48471319,10,+,7.74564736343291,NKX2-1,0.028024895
chr2,49207998,49208007,10,+,7.92462152503841,NKX2-1,0.030413901
chr2,49306926,49306935,10,-,8.61901425885257,NKX2-1,0.018573487
chr2,50523551,50523560,10,-,8.60103285170605,NKX2-1,0.038789533
chr2,52418223,52418232,10,+,8.11875094766939,NKX2-1,0.04850513
chr2,52418329,52418338,10,-,7.90664011789189,NKX2-1,0.09416419
chr2,54139315,54139324,10,-,8.14652280068455,NKX2-1,0.044539858
chr2,54518655,54518664,10,-,7.82300183056537,NKX2-1,0.075769834
chr2,54601692,54601701,10,+,8.14652280068455,NKX2-1,0.024828188
chr2,54953208,54953217,10,-,8.08713700403841,NKX2-1,0.030325068
chr2,56515722,56515731,10,-,8.04139648053693,NKX2-1,0.05872878
chr2,58046755,58046764,10,-,8.09085555632771,NKX2-1,-0.001891926
chr2,58049936,58049945,10,-,8.20015741445441,NKX2-1,0.06822428
chr2,58158664,58158673,10,-,8.11876368432958,NKX2-1,0.027849007
chr2,58614630,58614639,10,+,7.74936591572221,NKX2-1,0.055983048
chr2,58614634,58614643,10,-,8.14077161780827,NKX2-1,0.050681397
chr2,59887129,59887138,10,-,8.01176643803952,NKX2-1,0.059029557
chr2,60042712,60042721,10,-,7.74719947596366,NKX2-1,0.025361124
chr2,60331284,60331293,10,-,7.74936591572221,NKX2-1,0.054235604
chr2,60901717,60901726,10,-,7.76361603391923,NKX2-1,0.03057576
chr2,61102409,61102418,10,+,7.90664011789189,NKX2-1,0.017179985
chr2,61535204,61535213,10,+,8.03160603466829,NKX2-1,-0.00040064563
chr2,62108971,62108980,10,+,8.01176643803952,NKX2-1,0.026551729
chr2,63434950,63434959,10,+,8.05937788768344,NKX2-1,0.01288929
chr2,63840848,63840857,10,-,8.04511503282623,NKX2-1,0.0067968117
chr2,64404831,64404840,10,+,7.98201068389079,NKX2-1,0.037331533
chr2,65186367,65186376,10,+,8.30528373460203,NKX2-1,0.066122495
chr2,65186371,65186380,10,-,8.20015741445441,NKX2-1,0.055013917
chr2,65252014,65252023,10,+,7.90664011789189,NKX2-1,0.04377551
chr2,65278028,65278037,10,-,7.92462152503841,NKX2-1,0.0037876815
chr2,65278131,65278140,10,-,7.77882615625483,NKX2-1,0.02876942
chr2,65411634,65411643,10,-,8.01363736418196,NKX2-1,0.048387595
chr2,66001278,66001287,10,-,8.60103285170605,NKX2-1,0.086839736
chr2,67123695,67123704,10,-,8.15024135297385,NKX2-1,0.075935215
chr2,68230539,68230548,10,+,7.76361603391923,NKX2-1,0.020609248
chr2,68440836,68440845,10,+,8.08713700403841,NKX2-1,0.064569734
chr2,68440872,68440881,10,-,8.24589793795589,NKX2-1,0.045914527
chr2,69159902,69159911,10,-,7.77882615625483,NKX2-1,0.04317068
chr2,69160648,69160657,10,+,7.90664011789189,NKX2-1,0.046363115
chr2,69309655,69309664,10,+,8.14652280068455,NKX2-1,0.032691523
chr2,69390343,69390352,10,+,8.13673235481591,NKX2-1,0.03050967
chr2,69572677,69572686,10,-,8.54164705505991,NKX2-1,0.10048529
chr2,69652316,69652325,10,-,8.64677337520754,NKX2-1,0.051241495
chr2,70141450,70141459,10,+,8.01176643803952,NKX2-1,0.04189385
chr2,70304688,70304697,10,-,8.11875094766939,NKX2-1,0.053063877
chr2,70410529,70410538,10,-,8.14652280068455,NKX2-1,0.07152896
chr2,70410792,70410801,10,-,7.82300183056537,NKX2-1,0.043841653
chr2,71129718,71129727,10,-,7.76361603391923,NKX2-1,0.019057732
chr2,71443859,71443868,10,+,8.60103285170605,NKX2-1,0.073677085
chr2,71700389,71700398,10,-,8.15024135297385,NKX2-1,0.00756592
chr2,71745542,71745551,10,+,8.67840005549871,NKX2-1,0.023828886
chr2,72414472,72414481,10,-,8.08713700403841,NKX2-1,0.03996509
chr2,73111695,73111704,10,-,7.74936591572221,NKX2-1,0.028505601
chr2,73242326,73242335,10,-,7.95238064139338,NKX2-1,-0.00048594817
chr2,73254893,73254902,10,+,7.98400732168455,NKX2-1,0.012135798
chr2,73324771,73324780,10,+,8.01735591647126,NKX2-1,0.06264965
chr2,73385310,73385319,10,-,8.19611815146205,NKX2-1,0.013124137
chr2,73497120,73497129,10,+,8.22387726781702,NKX2-1,0.0049608722
chr2,74380423,74380432,10,+,8.08713700403841,NKX2-1,0.01684781
chr2,74654052,74654061,10,+,7.95797011982512,NKX2-1,0.015709324
chr2,74917993,74918002,10,+,8.04511503282623,NKX2-1,0.038769625
chr2,75037518,75037527,10,+,8.01176643803952,NKX2-1,0.040121935
chr2,76056005,76056014,10,-,8.16449147117088,NKX2-1,0.037729505
chr2,76273799,76273808,10,-,7.76361603391923,NKX2-1,0.028372938
chr2,76320715,76320724,10,+,8.03160603466829,NKX2-1,0.019388372
chr2,76752451,76752460,10,+,8.22387726781702,NKX2-1,0.028796103
chr2,77147218,77147227,10,+,8.24589793795589,NKX2-1,0.084855184
chr2,77147222,77147231,10,-,8.15024135297385,NKX2-1,0.090713084
chr2,79576564,79576573,10,-,8.22387726781702,NKX2-1,0.06414796
chr2,79935835,79935844,10,-,8.03160603466829,NKX2-1,0.020698138
chr2,82407091,82407100,10,-,8.03160603466829,NKX2-1,0.039080106
chr2,83211096,83211105,10,+,8.09099183131443,NKX2-1,0.052726164
chr2,83221033,83221042,10,+,8.51388793870494,NKX2-1,0.05791164
chr2,83227792,83227801,10,+,7.74564736343291,NKX2-1,0.056953214
chr2,83528876,83528885,10,-,8.14652280068455,NKX2-1,0.06458894
chr2,83607567,83607576,10,+,7.82300183056537,NKX2-1,0.020414747
chr2,83719086,83719095,10,+,7.98400732168455,NKX2-1,0.046421815
chr2,83719206,83719215,10,+,7.90664011789189,NKX2-1,0.04614844
chr2,83757414,83757423,10,+,7.74564736343291,NKX2-1,0.06175124
chr2,84193411,84193420,10,-,8.61901425885257,NKX2-1,0.047262624
chr2,84495801,84495810,10,+,8.30528373460203,NKX2-1,0.05716234
chr2,84722715,84722724,10,+,8.51388793870494,NKX2-1,0.048355542
chr2,84782978,84782987,10,-,8.22387726781702,NKX2-1,0.054286417
chr2,84782995,84783004,10,-,7.77882615625483,NKX2-1,0.06275855
chr2,84997110,84997119,10,-,7.82300183056537,NKX2-1,0.05163342
chr2,85215224,85215233,10,-,8.24589793795589,NKX2-1,0.08212615
chr2,85388449,85388458,10,+,8.16449147117088,NKX2-1,0.0432112
chr2,85400628,85400637,10,-,7.81949520489078,NKX2-1,-0.0005584946
chr2,85437545,85437554,10,+,7.84725432124575,NKX2-1,0.010677721
chr2,85443192,85443201,10,-,8.70615917185368,NKX2-1,0.04423112
chr2,85637644,85637653,10,-,7.82300183056537,NKX2-1,0.02159401
chr2,85713962,85713971,10,+,8.51388793870494,NKX2-1,0.06966214
chr2,85792923,85792932,10,+,8.11875094766939,NKX2-1,0.016109211
chr2,85955204,85955213,10,-,8.67840005549871,NKX2-1,0.014337769
chr2,86140000,86140009,10,+,8.05936515102325,NKX2-1,0.092070326
chr2,86211764,86211773,10,-,8.12248223661888,NKX2-1,0.03688971
chr2,86499296,86499305,10,-,8.05936515102325,NKX2-1,0.04705185
chr2,86770785,86770794,10,+,8.05936515102325,NKX2-1,0.015039884
chr2,88100372,88100381,10,+,7.74564736343291,NKX2-1,0.042901184
chr2,88628988,88628997,10,-,7.74936591572221,NKX2-1,0.046874817
chr2,88707069,88707078,10,+,7.87888100153692,NKX2-1,0.050098985
chr2,88765561,88765570,10,+,7.95425156753582,NKX2-1,0.0065885764
chr2,88834491,88834500,10,-,8.01735591647126,NKX2-1,0.095416315
chr2,90064950,90064959,10,+,8.51388793870494,NKX2-1,0.002269332
chr2,95022204,95022213,10,+,7.98400732168455,NKX2-1,0.010462989
chr2,95078685,95078694,10,-,8.16449147117088,NKX2-1,0.024830556
chr2,95303716,95303725,10,-,8.51388793870494,NKX2-1,0.012844437
chr2,95305106,95305115,10,+,7.95425156753582,NKX2-1,0.020690262
