,seqnames,start,end,width,strand,score,count
4392,chr5,14627334,14627351,17,+,8.89249841773713,0.011056451
4393,chr5,14627334,14627351,17,-,7.61521099502192,0.011056451
4394,chr5,14628005,14628022,17,+,11.1277529999722,0.009087708
4395,chr5,14628005,14628022,17,-,13.6145922836017,0.009087708
4396,chr5,14636567,14636584,17,-,7.38961513532207,0.0058586868
4397,chr5,14684188,14684205,17,+,9.1429627475621,0.0076174014
4398,chr5,14684188,14684205,17,-,8.67216866958375,0.0076174014
4399,chr5,14711540,14711557,17,+,9.84370257503613,0.0024619866
4400,chr5,14711540,14711557,17,-,8.86649162021413,0.0024619866
4401,chr5,14777382,14777399,17,+,8.25590303540098,0.009156008
4402,chr5,14777382,14777399,17,-,7.69318620778569,0.009156008
4403,chr5,14779959,14779976,17,+,9.04735960174554,0.010017358
4404,chr5,14779959,14779976,17,-,9.10390203970478,0.010017358
4405,chr5,14957445,14957462,17,+,7.21006683658773,0.011664677
4406,chr5,15904337,15904354,17,-,7.59526890539716,0.0033513485
4407,chr5,15993738,15993755,17,+,8.16125118954463,0.008810051
4408,chr5,15993738,15993755,17,-,8.75854819481847,0.008810051
4409,chr5,16547674,16547691,17,+,7.57922809770657,0.0050646816
4410,chr5,16547674,16547691,17,-,8.60123984240579,0.0050646816
4411,chr5,16722204,16722221,17,+,9.79813587313913,0.009379141
4412,chr5,16722204,16722221,17,-,9.8950437360477,0.009379141
4413,chr5,16776752,16776769,17,+,9.96140219370107,0.0012505869
4414,chr5,16776752,16776769,17,-,9.03426554772811,0.0012505869
4415,chr5,17077962,17077979,17,+,7.70245934669404,0.010557572
4416,chr5,17077962,17077979,17,-,7.70587345830142,0.010557572
4417,chr5,17402753,17402770,17,+,8.20907567479652,0.009445631
4418,chr5,18745494,18745511,17,+,8.73197254389118,0.012732455
4419,chr5,18984709,18984726,17,+,7.24135011619201,0.00672519
4420,chr5,19497600,19497617,17,+,8.17641837033459,0.0050932295
4421,chr5,19497600,19497617,17,-,7.64602471559814,0.0050932295
4422,chr5,19727515,19727532,17,+,7.35922105472158,0.005170588
4423,chr5,19931017,19931034,17,+,8.63427169074629,0.010914637
4424,chr5,19931017,19931034,17,-,10.0429507266944,0.010914637
4425,chr5,20286802,20286819,17,+,7.31958838575481,0.009816467
4426,chr5,21005502,21005519,17,-,7.64430480270731,0.015755532
4427,chr5,21628527,21628544,17,+,7.23913124295499,0.008830132
4428,chr5,21628527,21628544,17,-,8.32534119850223,0.008830132
4429,chr5,22065898,22065915,17,+,7.67565864257522,0.015703041
4430,chr5,23962388,23962405,17,+,8.12266186720476,0.0072637084
4431,chr5,23962388,23962405,17,-,7.59658875264484,0.0072637084
4432,chr5,24633873,24633890,17,+,8.20049259898659,0.0035274455
4433,chr5,25448123,25448140,17,+,7.67496742849167,0.008629989
4434,chr5,25448123,25448140,17,-,7.14546014766315,0.008629989
4435,chr5,29804401,29804418,17,+,8.15626155002806,0.0035594483
4436,chr5,29955732,29955749,17,+,10.886005007857,0.0111771915
4437,chr5,29955732,29955749,17,-,10.7124374760029,0.0111771915
4438,chr5,30639133,30639150,17,+,7.55634712693707,0.009209181
4439,chr5,30639133,30639150,17,-,7.63383052925773,0.009209181
4440,chr5,31397764,31397781,17,+,8.5759173436498,0.009953311
4441,chr5,31397764,31397781,17,-,7.1864745571233,0.009953311
4442,chr5,31683566,31683583,17,-,7.13893462114044,0.0066044745
4443,chr5,32095286,32095303,17,+,10.8457003660513,0.0066056238
4444,chr5,32095286,32095303,17,-,11.2900916610502,0.0066056238
4445,chr5,32204961,32204978,17,+,9.20984167174556,0.009800417
4446,chr5,32204961,32204978,17,-,7.19851715551045,0.009800417
4447,chr5,32221033,32221050,17,+,7.47393101090663,0.006986292
4448,chr5,32221033,32221050,17,-,7.50621936532368,0.006986292
4449,chr5,32501354,32501371,17,+,8.25032146177858,0.00720933
4450,chr5,32501111,32501128,17,-,7.3941857617481,0.010158125
4451,chr5,32791658,32791675,17,-,7.37983123254715,0.010462562
4452,chr5,32791679,32791696,17,-,7.2743142614808,0.0043801307
4453,chr5,32814808,32814825,17,+,8.29346840326976,0.012873637
4454,chr5,33300056,33300073,17,+,9.92469070942719,0.008339489
4455,chr5,33300056,33300073,17,-,9.69365478739666,0.008339489
4456,chr5,33439185,33439202,17,-,7.97797140281213,0.009179052
4457,chr5,33999583,33999600,17,-,7.22524742487735,0.006473745
4458,chr5,34050896,34050913,17,+,8.95773651751992,0.0052621663
4459,chr5,34050896,34050913,17,-,8.31483953424743,0.0052621663
4460,chr5,34445061,34445078,17,+,7.24993407132012,0.010590255
4461,chr5,34445061,34445078,17,-,7.84170968584792,0.010590255
4462,chr5,34900941,34900958,17,+,8.37757070397919,0.0027882669
4463,chr5,34900941,34900958,17,-,9.59915643350125,0.0027882669
4464,chr5,35026692,35026709,17,+,8.44839174164007,0.0033112136
4465,chr5,35026692,35026709,17,-,7.1426212407594,0.0033112136
4466,chr5,35363567,35363584,17,+,8.54462938968142,0.007100997
4467,chr5,35363757,35363774,17,+,7.1352147781011,0.0075712986
4468,chr5,35363567,35363584,17,-,7.4325184743072,0.007100997
4469,chr5,36033597,36033614,17,-,7.23263886160966,0.010828432
4470,chr5,36079507,36079524,17,+,7.90452810789406,0.010399789
4471,chr5,36079507,36079524,17,-,7.80596158387874,0.010399789
4472,chr5,36417325,36417342,17,+,7.9328517450824,0.010051005
4473,chr5,36417325,36417342,17,-,8.09151201760528,0.010051005
4474,chr5,37658461,37658478,17,-,8.10118817881657,0.006066099
4475,chr5,37838250,37838267,17,-,7.3964104566421,0.0013526974
4476,chr5,38164095,38164112,17,+,8.5822753151467,0.0072542652
4477,chr5,38164095,38164112,17,-,8.13270641839499,0.0072542652
4478,chr5,38442084,38442101,17,+,8.56964616418247,0.0072946
4479,chr5,38442084,38442101,17,-,7.76652157974181,0.0072946
4480,chr5,38464496,38464513,17,+,7.24831621169141,0.0061230464
4481,chr5,38464496,38464513,17,-,7.15165251667099,0.0061230464
4482,chr5,38667126,38667143,17,+,11.3017307175882,0.009582676
4483,chr5,38667126,38667143,17,-,11.5939083238184,0.009582676
4484,chr5,40376390,40376407,17,+,8.89955082962481,0.0074677905
4485,chr5,40376390,40376407,17,-,8.77400690192399,0.0074677905
4486,chr5,40548590,40548607,17,+,7.38663915328551,0.0068929456
4487,chr5,41172403,41172420,17,+,7.91738856211494,0.009529313
4488,chr5,41172403,41172420,17,-,7.50990177910584,0.009529313
4489,chr5,42502986,42503003,17,+,8.29952474463777,0.007170285
4490,chr5,42503021,42503038,17,+,8.65319083843534,0.00653556
4491,chr5,42503021,42503038,17,-,9.14354078096884,0.00653556
4492,chr5,42840620,42840637,17,+,9.42517812049236,0.006799157
4493,chr5,42840620,42840637,17,-,7.80155709852811,0.006799157
4494,chr5,43018251,43018268,17,-,7.44925380686289,0.0075611165
4495,chr5,43066618,43066635,17,+,10.7365819963877,0.0026904503
4496,chr5,43066618,43066635,17,-,11.6678814546374,0.0026904503
4497,chr5,43068195,43068212,17,+,9.92250433537357,0.0046718954
4498,chr5,43068195,43068212,17,-,9.4680057892808,0.0046718954
4499,chr5,43215184,43215201,17,+,7.48644650612926,0.0049846345
4500,chr5,43524971,43524988,17,+,12.7005731531225,0.010625118
4501,chr5,43524971,43524988,17,-,12.7897210028569,0.010625118
4502,chr5,43543802,43543819,17,+,8.17488737177885,0.0070875753
4503,chr5,43543802,43543819,17,-,7.18291581669905,0.0070875753
4504,chr5,44809229,44809246,17,+,8.66578911938796,0.007812185
4505,chr5,44809229,44809246,17,-,10.8357993522779,0.007812185
4506,chr5,50325327,50325344,17,+,7.66015968612642,0.0045301253
4507,chr5,50325327,50325344,17,-,8.1516129564617,0.0045301253
4508,chr5,50553700,50553717,17,+,7.37748815146034,0.004431228
4509,chr5,50553700,50553717,17,-,8.49108971302055,0.004431228
4510,chr5,50593842,50593859,17,-,7.67822024270478,0.0094053745
4511,chr5,50655272,50655289,17,+,8.29995839073747,0.010273678
4512,chr5,50688801,50688818,17,+,9.66930354191744,0.0072883843
4513,chr5,50688801,50688818,17,-,9.87267494507617,0.0072883843
4514,chr5,50890090,50890107,17,+,9.71076126980026,0.0008885305
4515,chr5,50890090,50890107,17,-,9.96360951865706,0.0008885305
4516,chr5,52449294,52449311,17,+,12.6767021493236,0.008489493
4517,chr5,52449294,52449311,17,-,14.3142007518452,0.008489493
4518,chr5,52725825,52725842,17,+,7.52882076879404,0.0072243325
4519,chr5,52725825,52725842,17,-,7.98329540823739,0.0072243325
4520,chr5,52780405,52780422,17,+,9.16039044086897,0.012992874
4521,chr5,52780405,52780422,17,-,9.64727387054547,0.012992874
4522,chr5,52947275,52947292,17,+,8.56416591442455,0.0077994457
4523,chr5,52947275,52947292,17,-,9.32718989957031,0.0077994457
4524,chr5,53901128,53901145,17,+,11.6114584625646,0.006412999
4525,chr5,53901128,53901145,17,-,11.1402635626597,0.006412999
4526,chr5,54439114,54439131,17,-,7.78083636270617,0.010508644
4527,chr5,54703009,54703026,17,+,7.47624912890014,0.006857653
4528,chr5,55182174,55182191,17,-,7.34105033109697,0.0054764706
4529,chr5,55229166,55229183,17,+,7.81992261766639,0.010424615
4530,chr5,55569588,55569605,17,+,12.4255061430138,0.012319108
4531,chr5,55569588,55569605,17,-,14.5988393347874,0.012319108
4532,chr5,55635206,55635223,17,+,9.3649007198065,0.0064127007
4533,chr5,55635206,55635223,17,-,8.00495326512367,0.0064127007
4534,chr5,55712201,55712218,17,+,9.16482229321804,0.0031131958
4535,chr5,55712201,55712218,17,-,8.11664721434692,0.0031131958
4536,chr5,56123355,56123372,17,+,7.58033284028228,0.004104049
4537,chr5,56123355,56123372,17,-,7.94142523714795,0.004104049
4538,chr5,56441677,56441694,17,+,7.74467304113221,0.006995714
4539,chr5,56441677,56441694,17,-,7.77254505042105,0.006995714
4540,chr5,56613556,56613573,17,+,8.67610117583703,0.012095477
4541,chr5,56613556,56613573,17,-,9.46339955448158,0.012095477
4542,chr5,57037352,57037369,17,+,7.49466887377059,0.009155128
4543,chr5,57453146,57453163,17,+,12.2218963173747,0.009722841
4544,chr5,57453146,57453163,17,-,11.7027400848293,0.009722841
4545,chr5,57837266,57837283,17,+,9.06868773409074,0.00657358
4546,chr5,57837266,57837283,17,-,8.25356130900219,0.00657358
4547,chr5,58078645,58078662,17,+,7.68380726803323,0.0066505764
4548,chr5,58759917,58759934,17,+,7.22882516026857,0.0057113552
4549,chr5,58810350,58810367,17,+,7.8335521959445,0.0074751596
4550,chr5,58810350,58810367,17,-,8.98767553617847,0.0074751596
4551,chr5,59127843,59127860,17,-,7.19724761059092,0.00857014
4552,chr5,59317655,59317672,17,+,8.16061800942296,0.010161834
4553,chr5,59317655,59317672,17,-,7.87677650496959,0.010161834
4554,chr5,59450425,59450442,17,+,8.56179143016247,0.0054795686
4555,chr5,59450425,59450442,17,-,7.41535643382615,0.0054795686
4556,chr5,59560961,59560978,17,+,9.68248776152958,0.010482419
4557,chr5,59560961,59560978,17,-,9.53015319512006,0.010482419
4558,chr5,59754773,59754790,17,-,7.1700459163684,0.0063390173
4559,chr5,59923275,59923292,17,+,7.90096375748737,0.015562175
4560,chr5,60292417,60292434,17,+,7.1425106082972,0.0030830726
4561,chr5,60292417,60292434,17,-,7.13174193954962,0.0030830726
4562,chr5,60519531,60519548,17,+,11.105887404324,0.007072956
4563,chr5,60519531,60519548,17,-,10.6165270312034,0.007072956
4564,chr5,60699688,60699705,17,+,7.19076464644894,0.010287364
4565,chr5,60699750,60699767,17,+,7.36135839085177,0.007014832
4566,chr5,60699688,60699705,17,-,7.2320468299968,0.010287364
4567,chr5,60843460,60843477,17,+,9.06371132876719,0.008606984
4568,chr5,60843460,60843477,17,-,7.39660566516722,0.008606984
4569,chr5,61276614,61276631,17,+,9.51730057735111,0.00686981
4570,chr5,61276614,61276631,17,-,10.0588281565354,0.00686981
4571,chr5,61312606,61312623,17,+,8.16879528166499,0.005210817
4572,chr5,61637701,61637718,17,+,7.32921816379191,0.010292457
4573,chr5,61637701,61637718,17,-,8.29030825721411,0.010292457
4574,chr5,61734219,61734236,17,+,7.14243101207056,0.007986347
4575,chr5,61734219,61734236,17,-,8.61888205864507,0.007986347
4576,chr5,62425923,62425940,17,+,9.57298362299591,0.008969533
4577,chr5,62425923,62425940,17,-,10.0011047650254,0.008969533
4578,chr5,62686535,62686552,17,+,7.24383286715499,0.0076749166
4579,chr5,63439904,63439921,17,+,8.89415934952605,0.006536453
4580,chr5,63439904,63439921,17,-,9.43614953918511,0.006536453
4581,chr5,64319652,64319669,17,+,13.44889108217,0.004223438
4582,chr5,64319652,64319669,17,-,14.7199861981603,0.004223438
4583,chr5,64332174,64332191,17,+,7.48585808521378,0.0045249774
4584,chr5,64332174,64332191,17,-,7.94306634458176,0.0045249774
4585,chr5,64619857,64619874,17,+,8.45716118940576,0.0069257384
4586,chr5,64666136,64666153,17,+,7.73943590284018,0.010561561
4587,chr5,65497700,65497717,17,+,7.25412973543964,0.0071941875
4588,chr5,65497700,65497717,17,-,7.21461148255263,0.0071941875
4589,chr5,65736918,65736935,17,+,9.49638449215063,0.0049194368
4590,chr5,65736918,65736935,17,-,8.89807841756711,0.0049194368
4591,chr5,65810202,65810219,17,+,8.65364514231423,0.010795319
4592,chr5,65810202,65810219,17,-,10.5301539330139,0.010795319
4593,chr5,65856137,65856154,17,+,7.60429756957071,0.01135424
4594,chr5,65856137,65856154,17,-,8.361453589866,0.01135424
4595,chr5,65957154,65957171,17,-,8.695224994573,0.007125482
4596,chr5,66757386,66757403,17,+,7.81826744862746,0.0042622164
4597,chr5,66757386,66757403,17,-,7.1597106499116,0.0042622164
4598,chr5,66797117,66797134,17,+,8.56663360577891,0.0037152073
4599,chr5,66797117,66797134,17,-,7.51455008224829,0.0037152073
4600,chr5,67012656,67012673,17,+,8.49459327503802,0.005803805
4601,chr5,67012656,67012673,17,-,8.59893026179514,0.005803805
4602,chr5,67053704,67053721,17,-,7.72638571350071,0.006985996
4603,chr5,67248887,67248904,17,+,10.5556614807997,0.0022010943
4604,chr5,67248887,67248904,17,-,10.3065260444221,0.0022010943
4605,chr5,67539274,67539291,17,-,7.14570010180878,0.005092945
4606,chr5,67698833,67698850,17,+,9.33437860151743,0.0057803355
4607,chr5,67698833,67698850,17,-,10.2397097865039,0.0057803355
4608,chr5,68224809,68224826,17,+,7.63912734793821,0.008517679
4609,chr5,68224809,68224826,17,-,7.89994446599888,0.008517679
4610,chr5,68409604,68409621,17,+,8.43009626689412,0.009536788
4611,chr5,68409604,68409621,17,-,7.74932226389848,0.009536788
4612,chr5,68648579,68648596,17,-,7.44667806046797,0.0074039605
4613,chr5,69030858,69030875,17,+,7.22891846616847,0.00399873
4614,chr5,69030858,69030875,17,-,7.70711198012597,0.00399873
4615,chr5,69218109,69218126,17,+,8.428026508419,0.006306089
4616,chr5,69218109,69218126,17,-,7.47748950382309,0.006306089
4617,chr5,69488961,69488978,17,-,8.7738250248446,0.011117024
4618,chr5,69525801,69525818,17,+,8.04606447915693,0.007996913
4619,chr5,71499526,71499543,17,+,7.81821470256529,0.009423109
4620,chr5,71499526,71499543,17,-,8.91709981956939,0.009423109
4621,chr5,71748482,71748499,17,+,8.78024273030987,0.0056783147
4622,chr5,71748482,71748499,17,-,8.45719331829845,0.0056783147
4623,chr5,71748651,71748668,17,-,9.16688891226754,0.013586039
4624,chr5,71758154,71758171,17,-,7.79116754235518,0.008149877
4625,chr5,71778664,71778681,17,+,8.02166324590719,0.009453022
4626,chr5,71778664,71778681,17,-,7.8929084853996,0.009453022
4627,chr5,71892150,71892167,17,+,9.03413134320333,0.009768574
4628,chr5,71892150,71892167,17,-,9.57847612458806,0.009768574
4629,chr5,72010546,72010563,17,+,10.2333300337705,0.00902712
4630,chr5,72010546,72010563,17,-,10.7719074402885,0.00902712
4631,chr5,72319957,72319974,17,+,7.84641068859357,0.008030607
4632,chr5,72949608,72949625,17,+,11.4187037965262,0.01368336
4633,chr5,72949608,72949625,17,-,11.5230669001023,0.01368336
4634,chr5,73083470,73083487,17,+,7.63660185753087,0.00674913
4635,chr5,73083470,73083487,17,-,8.70563344163973,0.00674913
4636,chr5,73338290,73338307,17,+,8.0379122539763,0.0051980526
4637,chr5,73338290,73338307,17,-,7.4248951939363,0.0051980526
4638,chr5,73541691,73541708,17,+,7.48306444371053,0.010611679
4639,chr5,73541691,73541708,17,-,8.27241450132197,0.010611679
4640,chr5,73606553,73606570,17,+,10.3779474132418,0.008273133
4641,chr5,73606553,73606570,17,-,11.1253023470832,0.008273133
4642,chr5,74581139,74581156,17,+,7.22822683405594,0.006655035
4643,chr5,74671170,74671187,17,+,8.0610677213844,0.010310204
4644,chr5,74896005,74896022,17,-,7.1210876877691,0.009833947
4645,chr5,75338301,75338318,17,+,7.43551816724609,0.0028112172
4646,chr5,75338301,75338318,17,-,7.24092295286851,0.0028112172
4647,chr5,75342051,75342068,17,-,7.84604261702353,0.010140758
4648,chr5,75361438,75361455,17,+,7.36191761313116,0.0074600913
4649,chr5,76388306,76388323,17,+,8.26258773249187,0.0068717496
4650,chr5,76388306,76388323,17,-,7.70653389002216,0.0068717496
4651,chr5,76491801,76491818,17,-,7.21799275313584,0.0113829635
4652,chr5,76496494,76496511,17,+,8.40886266827039,0.012862683
4653,chr5,76496494,76496511,17,-,8.74264196191075,0.012862683
4654,chr5,76691355,76691372,17,-,7.78557009023235,0.007231525
4655,chr5,76874977,76874994,17,+,7.46276414001896,0.0024243637
4656,chr5,76874977,76874994,17,-,7.40783779840709,0.0024243637
4657,chr5,77139096,77139113,17,-,8.07503880990787,0.011341287
4658,chr5,77187055,77187072,17,-,7.75620932052787,0.008354487
4659,chr5,77218710,77218727,17,+,7.27461934901409,0.008081257
4660,chr5,77218710,77218727,17,-,7.8158473441579,0.008081257
4661,chr5,77329022,77329039,17,+,8.29239961067251,0.010333344
4662,chr5,77329022,77329039,17,-,8.76953825739461,0.010333344
4663,chr5,77953058,77953075,17,+,7.54637834208041,0.006844253
4664,chr5,78627959,78627976,17,+,8.22249526601294,0.0066012307
4665,chr5,78627959,78627976,17,-,8.47623875038491,0.0066012307
4666,chr5,79301453,79301470,17,+,7.3145483397425,0.0059189335
4667,chr5,79301453,79301470,17,-,7.9877884814366,0.0059189335
4668,chr5,79499765,79499782,17,+,9.52089615858606,0.008856406
4669,chr5,79499765,79499782,17,-,9.42059495046825,0.008856406
4670,chr5,80038869,80038886,17,-,8.40609753403564,0.011771599
4671,chr5,80410556,80410573,17,+,8.08382948009413,0.008118829
4672,chr5,80625403,80625420,17,+,11.6034563752997,0.009683409
4673,chr5,80625403,80625420,17,-,10.698960521956,0.009683409
4674,chr5,80763407,80763424,17,+,10.9240492017164,0.0047731875
4675,chr5,80763407,80763424,17,-,8.93781711152123,0.0047731875
4676,chr5,80764185,80764202,17,+,10.4113835267503,0.007827914
4677,chr5,80764185,80764202,17,-,9.2602419939129,0.007827914
4678,chr5,80960765,80960782,17,+,12.3448053881548,0.004436288
4679,chr5,80960765,80960782,17,-,10.4231677636521,0.004436288
4680,chr5,81195270,81195287,17,+,8.97779993471858,0.00037972335
4681,chr5,81755426,81755443,17,+,10.339055535114,0.006727168
4682,chr5,81755426,81755443,17,-,10.9632058826658,0.006727168
4683,chr5,81789262,81789279,17,+,9.765299871422,0.011984877
4684,chr5,81789262,81789279,17,-,9.81250557710174,0.011984877
4685,chr5,81948521,81948538,17,+,8.58321510572495,0.00978869
4686,chr5,81948521,81948538,17,-,8.12713629116683,0.00978869
4687,chr5,82010871,82010888,17,+,8.77833843715222,0.011055274
4688,chr5,82010871,82010888,17,-,9.3430344083734,0.011055274
4689,chr5,82011020,82011037,17,-,7.9486863331839,0.013949548
4690,chr5,82109173,82109190,17,+,9.14230856237427,0.00905934
4691,chr5,82109173,82109190,17,-,7.7331787941493,0.00905934
4692,chr5,83255335,83255352,17,+,7.52188418051504,0.0113715185
4693,chr5,84580118,84580135,17,-,7.27794091231131,0.008416999
4694,chr5,85542000,85542017,17,+,12.5226183916411,0.010578467
4695,chr5,85542000,85542017,17,-,12.843301255863,0.010578467
4696,chr5,87684104,87684121,17,+,7.87927986476243,0.0018071854
4697,chr5,88268864,88268881,17,-,7.35271072092106,0.004195276
4698,chr5,89093121,89093138,17,-,7.16457474229324,0.006611625
4699,chr5,89200896,89200913,17,+,7.24727991956658,0.005421284
4700,chr5,89955827,89955844,17,+,8.30537629831947,0.007599303
4701,chr5,89955827,89955844,17,-,8.57505977234856,0.007599303
4702,chr5,89955836,89955853,17,-,8.36119493410659,0.009580279
4703,chr5,90222003,90222020,17,+,7.82365403706679,0.01091655
4704,chr5,90222003,90222020,17,-,7.65458495039281,0.01091655
4705,chr5,90553616,90553633,17,-,7.3924312691642,0.010702713
4706,chr5,91079087,91079104,17,+,7.90215235174857,0.004602541
4707,chr5,91079087,91079104,17,-,7.38982807760168,0.004602541
4708,chr5,91163067,91163084,17,+,8.621719113368,0.008039018
4709,chr5,91163067,91163084,17,-,9.590571090107,0.008039018
4710,chr5,91373862,91373879,17,+,7.86438127084757,0.0048071817
4711,chr5,91373862,91373879,17,-,7.30601637219531,0.0048071817
4712,chr5,91832416,91832433,17,+,10.1503411384741,0.010465976
4713,chr5,91832416,91832433,17,-,9.55004101780047,0.010465976
4714,chr5,92946422,92946439,17,+,7.45530754051445,0.010633372
4715,chr5,93342828,93342845,17,-,7.66478057295721,0.007413063
4716,chr5,93438112,93438129,17,+,7.2964174055219,0.014138966
4717,chr5,93801008,93801025,17,+,7.52836122207712,0.010243233
4718,chr5,93801008,93801025,17,-,7.75839166513676,0.010243233
4719,chr5,94674815,94674832,17,+,7.27882864725557,0.0015373339
4720,chr5,94675052,94675069,17,+,9.77304437409087,0.007078111
4721,chr5,94675052,94675069,17,-,8.96289625276242,0.007078111
4722,chr5,94676573,94676590,17,+,7.58563631213651,0.0013344915
4723,chr5,94676573,94676590,17,-,7.92690325838686,0.0013344915
4724,chr5,94787891,94787908,17,-,7.27563310759671,0.014517997
4725,chr5,94903880,94903897,17,+,7.14055570529665,0.0077308314
4726,chr5,94903880,94903897,17,-,8.31588227594718,0.0077308314
4727,chr5,95331682,95331699,17,+,7.42806923865037,0.008121226
4728,chr5,95390726,95390743,17,+,7.67198157441501,0.0074957036
4729,chr5,95390726,95390743,17,-,7.34043173782496,0.0074957036
4730,chr5,95664828,95664845,17,+,7.48738976398361,0.010493344
4731,chr5,95664828,95664845,17,-,8.00975440286136,0.010493344
4732,chr5,95812411,95812428,17,+,10.5029175262832,0.010111468
4733,chr5,95812411,95812428,17,-,8.8829066573502,0.010111468
4734,chr5,95960960,95960977,17,+,12.8940506396724,0.008633337
4735,chr5,95960960,95960977,17,-,13.2147335038943,0.008633337
4736,chr5,96007258,96007275,17,+,11.27351442849,0.004488093
4737,chr5,96007258,96007275,17,-,11.2420120141272,0.004488093
4738,chr5,96080723,96080740,17,-,9.1202228015059,0.007294858
4739,chr5,96258217,96258234,17,+,7.2919579924755,0.009517749
4740,chr5,96338753,96338770,17,+,11.2540767749087,0.006503618
4741,chr5,96338753,96338770,17,-,10.8305160588048,0.006503618
4742,chr5,96434528,96434545,17,+,7.56564483987598,0.008480921
4743,chr5,96434528,96434545,17,-,7.20925543112729,0.008480921
4744,chr5,96537395,96537412,17,+,7.83544714547138,0.006606576
4745,chr5,96537395,96537412,17,-,9.77340494368592,0.006606576
4746,chr5,96642527,96642544,17,+,7.37595534579553,0.0067425976
4747,chr5,96642527,96642544,17,-,8.02280823470115,0.0067425976
4748,chr5,96876420,96876437,17,-,8.05810474425718,0.006431128
4749,chr5,96958774,96958791,17,+,7.40968000281137,0.0064414944
4750,chr5,101980217,101980234,17,+,8.18643952547074,0.0037565366
4751,chr5,101980217,101980234,17,-,7.97935530983277,0.0037565366
4752,chr5,102010940,102010957,17,+,7.95801774790595,0.0068875286
4753,chr5,102037337,102037354,17,+,7.64384058591121,0.008921178
4754,chr5,102037337,102037354,17,-,8.1687445892842,0.008921178
4755,chr5,102625599,102625616,17,+,9.56559871904495,0.0060748844
4756,chr5,102625599,102625616,17,-,8.92412810661517,0.0060748844
4757,chr5,102791981,102791998,17,-,7.24626074778052,0.009331724
4758,chr5,103674496,103674513,17,+,7.13533864730817,0.0056731384
4759,chr5,105261385,105261402,17,+,8.55855885833606,0.008538262
4760,chr5,105261385,105261402,17,-,8.43539921764907,0.008538262
4761,chr5,105261435,105261452,17,-,8.14814939114388,0.0050937245
4762,chr5,106873757,106873774,17,+,9.11102416365976,0.004227911
4763,chr5,106873757,106873774,17,-,9.02266911981937,0.004227911
4764,chr5,107217955,107217972,17,+,7.62498963478213,0.007837165
4765,chr5,107370627,107370644,17,+,7.17321700818895,0.0079712
4766,chr5,107873490,107873507,17,-,8.21276188676993,0.009905752
4767,chr5,107899239,107899256,17,+,9.20009535714523,0.00871488
4768,chr5,107899239,107899256,17,-,8.97730278001386,0.00871488
4769,chr5,108115154,108115171,17,-,7.78218165230347,0.0069638453
4770,chr5,108237850,108237867,17,+,8.44327217960651,0.0038825073
4771,chr5,108237850,108237867,17,-,7.70052140402562,0.0038825073
4772,chr5,109275722,109275739,17,+,11.2325906013639,0.006394254
4773,chr5,109275722,109275739,17,-,12.044138976716,0.006394254
4774,chr5,109988133,109988150,17,+,11.8961068281077,0.008606913
4775,chr5,109988133,109988150,17,-,10.4535446169374,0.008606913
4776,chr5,110058272,110058289,17,+,8.14453683084721,0.008560846
4777,chr5,111521106,111521123,17,+,9.61146986656637,0.011371128
4778,chr5,111521106,111521123,17,-,8.70011726017741,0.011371128
4779,chr5,111742770,111742787,17,+,9.0637139766752,0.005175139
4780,chr5,111742770,111742787,17,-,8.69115503053098,0.005175139
4781,chr5,111782255,111782272,17,+,7.35450795278965,0.004410632
4782,chr5,112218270,112218287,17,+,8.6637153487971,0.010559341
4783,chr5,112218270,112218287,17,-,8.19764151979022,0.010559341
4784,chr5,113090428,113090445,17,-,7.65326206328442,0.0030166975
4785,chr5,113179495,113179512,17,+,8.04972111627518,0.0066197696
4786,chr5,113179495,113179512,17,-,7.19025080077205,0.0066197696
4787,chr5,113606914,113606931,17,+,7.28453854644934,0.005824187
4788,chr5,113935748,113935765,17,+,7.4540047550975,0.0058777165
4789,chr5,114859621,114859638,17,+,7.51593562681547,0.008339467
4790,chr5,114859621,114859638,17,-,7.58560734534817,0.008339467
4791,chr5,114969747,114969764,17,+,8.87299743755111,0.008437026
4792,chr5,114969747,114969764,17,-,9.11262698355437,0.008437026
4793,chr5,115176551,115176568,17,+,8.53006904770582,0.00891346
4794,chr5,115176551,115176568,17,-,7.72150264216882,0.00891346
4795,chr5,115794354,115794371,17,+,7.68172450453629,0.0042651338
4796,chr5,115794393,115794410,17,+,7.78358755778831,0.0077792667
4797,chr5,116086106,116086123,17,+,7.22843103118498,0.0077765724
4798,chr5,116574229,116574246,17,+,8.12379763135731,0.0011364274
4799,chr5,116574229,116574246,17,-,9.2265890707697,0.0011364274
4800,chr5,116789704,116789721,17,+,8.10560672214613,0.0057141623
4801,chr5,116789704,116789721,17,-,7.43780131841611,0.0057141623
4802,chr5,116849532,116849549,17,+,10.4060820810588,0.006939253
4803,chr5,116849532,116849549,17,-,9.99311244437522,0.006939253
4804,chr5,117390827,117390844,17,+,7.70223996157419,0.0072629843
4805,chr5,117390827,117390844,17,-,8.30561993419358,0.0072629843
4806,chr5,117464351,117464368,17,+,8.30319305492075,0.0073620286
4807,chr5,117464351,117464368,17,-,7.44186040880199,0.0073620286
4808,chr5,118530087,118530104,17,+,8.17516542066742,0.007040521
4809,chr5,118530087,118530104,17,-,7.35909885842565,0.007040521
4810,chr5,119334894,119334911,17,+,7.58039549162507,0.00842335
